Contig	Mar_OO	Apr_OO	May_lateOO	May_EE	May_ME	Jun_Lar
TRINITY_DN90658_c0_g1_i1	0.0	0.0	0.0	11.0	0.0	0.0
TRINITY_DN49805_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN44183_c0_g2_i1	3.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN44123_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN12535_c0_g1_i2	0.0	2.7	0.0	0.0	0.0	0.0
TRINITY_DN12535_c0_g1_i4	6.6	10.6	0.0	0.0	5.0	24.0
TRINITY_DN39426_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN49914_c0_g1_i2	0.0	1.4	0.0	0.0	0.0	3.0
TRINITY_DN25962_c1_g1_i9	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN27244_c0_g1_i1	0.0	0.0	0.0	20.0	0.0	0.0
TRINITY_DN27244_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN27244_c0_g1_i3	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN90866_c0_g1_i1	0.0	0.0	0.0	37.0	0.0	0.0
TRINITY_DN2002_c0_g1_i34	7.5	0.0	0.0	0.0	0.0	0.0
TRINITY_DN2011_c0_g1_i7	11.8	0.0	0.0	0.0	0.0	6.8
TRINITY_DN21957_c0_g1_i1	3.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN81437_c0_g1_i1	0.0	0.0	0.0	11.0	0.0	0.0
TRINITY_DN33659_c0_g1_i2	0.0	1.0	0.0	0.0	0.0	1.0
TRINITY_DN79889_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN12907_c1_g1_i2	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN12907_c1_g1_i4	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN31598_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN48783_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN93200_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	2.0
TRINITY_DN6191_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN97275_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN99197_c0_g1_i1	0.0	2.0	0.0	0.0	1.0	0.0
TRINITY_DN33069_c0_g1_i2	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN98205_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN53721_c0_g1_i1	0.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN16485_c1_g1_i1	0.0	0.0	0.0	3.0	0.0	0.0
TRINITY_DN16460_c0_g1_i23	0.0	0.0	0.0	0.0	3.6	3.9
TRINITY_DN16460_c0_g1_i25	0.0	4.7	0.0	0.0	0.0	0.0
TRINITY_DN17639_c0_g1_i1	4.0	0.0	0.0	0.0	0.0	4.4
TRINITY_DN17639_c0_g1_i3	0.0	4.6	0.0	0.0	0.0	2.2
TRINITY_DN32205_c0_g1_i3	0.0	3.0	0.0	0.0	0.5	2.3
TRINITY_DN67430_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN99757_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN54425_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN56299_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN3691_c0_g1_i86	0.0	18.1	0.0	0.0	0.0	0.0
TRINITY_DN75667_c0_g1_i1	0.0	0.0	0.0	136.0	0.0	0.0
TRINITY_DN14592_c0_g2_i1	1.0	1.0	0.0	1.0	0.0	0.0
TRINITY_DN96863_c0_g1_i1	0.0	0.0	0.0	6.0	0.0	0.0
TRINITY_DN20115_c0_g1_i4	0.0	0.0	0.0	13.1	0.0	0.0
TRINITY_DN20115_c0_g1_i7	0.0	0.0	0.0	7.8	0.0	0.0
TRINITY_DN20125_c0_g4_i2	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN20125_c0_g5_i1	1.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN11892_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN11848_c0_g1_i1	1.2	2.6	0.0	0.0	3.0	4.0
TRINITY_DN11848_c0_g1_i3	2.4	0.0	0.0	0.0	0.0	4.0
TRINITY_DN78462_c0_g1_i1	0.0	0.0	0.0	10.0	0.0	0.0
TRINITY_DN42229_c0_g1_i1	0.0	0.0	0.0	2.0	1.0	0.0
TRINITY_DN42229_c0_g2_i1	1.1	0.0	0.0	0.0	0.0	0.0
TRINITY_DN16963_c0_g1_i12	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN16955_c0_g2_i8	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN33253_c0_g1_i1	0.0	3.0	0.0	0.0	0.0	1.0
TRINITY_DN64553_c0_g1_i1	0.0	0.0	0.0	16.0	0.0	0.0
TRINITY_DN92312_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN12183_c0_g1_i25	0.0	0.0	0.0	0.0	3.7	0.0
TRINITY_DN12183_c0_g1_i3	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN12183_c1_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN12183_c1_g1_i3	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN9340_c0_g1_i3	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN9340_c0_g1_i6	0.0	15.9	0.0	0.0	6.0	46.3
TRINITY_DN9349_c2_g1_i1	6.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN9349_c2_g2_i1	2.8	0.0	0.0	0.0	1.0	0.0
TRINITY_DN9349_c2_g3_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN64418_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN64474_c0_g1_i1	1.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN74623_c0_g1_i1	0.0	0.0	0.0	16.0	0.0	0.0
TRINITY_DN74653_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	1.0
TRINITY_DN48074_c0_g2_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN76135_c0_g1_i1	0.0	0.0	0.0	7.0	0.0	0.0
TRINITY_DN9622_c0_g3_i2	1.0	2.0	0.0	0.0	1.0	0.0
TRINITY_DN8077_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN2968_c0_g1_i42	0.0	21.7	0.0	0.0	0.0	32.7
TRINITY_DN2968_c0_g1_i98	0.0	5.5	0.0	0.0	0.0	7.2
TRINITY_DN2943_c0_g1_i12	0.0	0.0	0.0	0.0	0.0	142.5
TRINITY_DN2943_c0_g1_i16	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN2943_c0_g1_i2	130.2	0.0	0.0	0.0	0.0	0.0
TRINITY_DN2943_c0_g1_i20	0.0	22.5	0.0	0.0	0.0	64.8
TRINITY_DN2943_c0_g1_i3	15.6	20.7	0.0	0.0	31.0	124.8
TRINITY_DN35947_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN31454_c0_g1_i2	0.5	0.0	0.0	0.5	0.0	0.0
TRINITY_DN31424_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN67978_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN56868_c0_g1_i3	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN60589_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN89892_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN714_c0_g1_i9	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN70312_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN90912_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN31247_c0_g1_i2	0.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN79189_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN79172_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN49634_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN49699_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN83967_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN36628_c0_g2_i1	0.0	0.0	0.0	12.0	0.0	0.0
TRINITY_DN36628_c0_g2_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN46336_c0_g1_i1	0.0	0.0	0.0	15.0	0.0	0.0
TRINITY_DN118799_c0_g1_i1	0.0	0.0	0.0	0.0	2.0	0.0
TRINITY_DN118759_c0_g1_i1	0.0	0.0	0.0	96.0	0.0	0.0
TRINITY_DN110987_c0_g1_i1	0.0	0.0	0.0	0.0	2.0	0.0
TRINITY_DN137576_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN112057_c0_g1_i1	0.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN111609_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN13828_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN181_c0_g1_i1	0.0	0.0	0.0	1300.1	0.0	0.0
TRINITY_DN6241_c0_g1_i11	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN6241_c0_g1_i16	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN15622_c0_g1_i14	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN18168_c0_g1_i1	0.0	0.0	0.0	9.1	0.0	0.0
TRINITY_DN18168_c0_g1_i2	0.0	0.0	0.0	36.9	0.0	0.0
TRINITY_DN4526_c1_g2_i1	0.0	0.0	0.0	0.0	2.0	0.0
TRINITY_DN5060_c0_g1_i10	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN5060_c0_g1_i24	0.0	0.0	0.0	0.0	0.0	4.9
TRINITY_DN5060_c0_g1_i3	0.0	0.0	0.0	0.0	0.0	10.5
TRINITY_DN5060_c0_g1_i38	0.0	0.0	0.0	0.0	0.0	4.9
TRINITY_DN43824_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN72471_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN16848_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	14.0
TRINITY_DN16848_c0_g1_i4	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN61086_c0_g1_i1	0.0	0.0	0.0	1125.0	0.0	0.0
TRINITY_DN5875_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN53847_c0_g1_i1	0.0	3.0	0.0	0.0	0.0	0.0
TRINITY_DN27792_c0_g3_i1	0.0	0.0	0.0	0.0	253.0	0.0
TRINITY_DN20973_c0_g1_i2	0.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN27196_c0_g1_i4	0.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN27153_c0_g1_i4	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN57824_c0_g1_i1	3.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN15516_c0_g3_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN33095_c0_g1_i3	0.0	0.0	0.0	4.0	0.0	0.0
TRINITY_DN24042_c0_g1_i33	6.7	2.6	0.0	0.0	1.0	3.0
TRINITY_DN76175_c0_g1_i1	0.0	0.0	0.0	69.0	0.0	0.0
TRINITY_DN9670_c0_g1_i1	0.0	0.0	0.0	0.0	60.0	0.0
TRINITY_DN99006_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN52587_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN91155_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN53248_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN56928_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN20350_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN30782_c0_g2_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN113988_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN47163_c0_g1_i4	0.0	1.0	0.0	0.0	2.0	0.0
TRINITY_DN40975_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN7539_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN44709_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN11848_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	2.0
TRINITY_DN56816_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN15024_c0_g1_i11	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN15103_c0_g2_i15	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN21580_c0_g1_i10	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN130552_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN52587_c3_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN19055_c0_g2_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN58993_c0_g1_i2	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN30130_c0_g1_i26	14.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN33535_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	4.0
TRINITY_DN50499_c1_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN57205_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN68237_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN39400_c0_g1_i24	1.9	0.0	0.0	0.0	0.0	0.0
TRINITY_DN18121_c0_g3_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN99245_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN84279_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN109894_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN104638_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN25080_c0_g1_i2	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN28565_c0_g1_i2	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN13575_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN9622_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN93155_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN20045_c1_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN35647_c0_g2_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN47548_c0_g1_i10	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN17442_c0_g1_i4	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN32209_c1_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN10972_c0_g1_i18	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN61027_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN73850_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN58955_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN52587_c0_g3_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN46970_c0_g1_i1	1.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN20206_c0_g2_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN78657_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN15024_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN15024_c0_g1_i6	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN36828_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN39483_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN82034_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN18121_c0_g1_i2	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN35071_c0_g1_i3	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN28369_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN12491_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN100170_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN81720_c0_g1_i1	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN28648_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	4.0
TRINITY_DN46486_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN81736_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN115800_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN20045_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN10972_c1_g1_i4	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN15024_c1_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN19039_c0_g1_i3	0.0	2.1	0.0	0.0	0.0	0.0
TRINITY_DN15913_c0_g1_i14	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN16040_c0_g2_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN96795_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN43384_c0_g1_i4	1.0	0.0	0.0	0.0	1.0	2.0
TRINITY_DN121870_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN13571_c0_g1_i3	8.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN111370_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	2.0
TRINITY_DN102961_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN144586_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN53433_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN108853_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN49807_c0_g1_i2	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN27237_c2_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN35985_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN18121_c0_g1_i9	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN18121_c0_g1_i8	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN32303_c0_g1_i3	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN15582_c2_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN30665_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN69636_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN62954_c0_g1_i1	0.0	0.0	0.0	3.0	0.0	0.0
TRINITY_DN49532_c0_g2_i13	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN95683_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN51071_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN46369_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN12082_c0_g2_i18	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN120394_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN138054_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN47548_c0_g2_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN61855_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN102750_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN72255_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN127878_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN87892_c0_g1_i1	0.0	0.0	0.0	2.0	0.0	0.0
TRINITY_DN87412_c1_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN54707_c1_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN82817_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN40755_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN55175_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN44663_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN50756_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN102819_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN49265_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN36261_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN58790_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN40486_c0_g1_i5	0.0	0.0	0.0	0.0	0.5	0.0
TRINITY_DN33972_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN88450_c0_g1_i1	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN116775_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN88405_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN45545_c1_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN22532_c0_g1_i4	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN46477_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN144632_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN41015_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN18121_c0_g1_i13	0.0	0.0	0.0	0.0	0.5	0.0
TRINITY_DN52492_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN108519_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN53023_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN25977_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN34510_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN9535_c0_g1_i13	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN74058_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN47521_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN82403_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN115607_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN59566_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN18121_c0_g1_i12	2.0	0.0	0.0	0.0	0.0	11.2
TRINITY_DN35169_c0_g1_i3	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN15024_c0_g1_i5	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN43711_c1_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN12082_c0_g2_i7	3.6	3.3	0.0	0.0	1.0	0.0
TRINITY_DN97486_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN52587_c0_g2_i1	4.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN99741_c0_g1_i1	0.0	1.0	0.0	0.0	1.0	0.0
TRINITY_DN48321_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN19055_c1_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN21580_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN30782_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN21869_c0_g1_i3	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN22630_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN57760_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN44987_c0_g2_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN56108_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN20045_c0_g3_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN54437_c0_g1_i2	0.0	1.0	0.0	0.0	0.0	1.0
TRINITY_DN61966_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN119879_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN131605_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN69176_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN12491_c0_g1_i5	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN19055_c0_g1_i1	1.1	0.0	0.0	0.0	0.0	0.0
TRINITY_DN105433_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN61592_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN21580_c3_g1_i1	1.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN52330_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN56671_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN39905_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN121708_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN81091_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN99643_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN9601_c0_g3_i1	0.0	0.0	0.0	0.0	0.0	6.0
TRINITY_DN90452_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN124632_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN117020_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN56707_c1_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN35647_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN84395_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN119623_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN18121_c1_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN116005_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
